,external_gene_name,entrezgene_id,chromosome_name,strand,start_position,end_position,logFC,logCPM,F,PValue,FDR
ENSG00000011052.21,NME1-NME2,654364,17,1,51153590,51171744,-0.371937459,2.994755349,1.102574091,0.306031674,0.524058817
ENSG00000011083.9,SLC6A7,6534,5,1,150190062,150222788,0.200305783,-0.238153875,0.08971337,0.767584397,0.876291366
ENSG00000011105.14,TSPAN9,10867,12,1,3077355,3286564,0.294885709,4.682022632,9.719199891,0.005352709,0.050000684
ENSG00000011114.15,BTBD7,55727,14,-1,93237550,93333092,-0.040350315,5.415857428,0.154050889,0.698781011,0.833300427
ENSG00000011132.12,APBA3,9546,19,-1,3750772,3761692,0.032186956,4.011806899,0.067980449,0.79692459,0.892168735
ENSG00000011143.16,MKS1,54903,17,-1,58205441,58219605,0.058737664,4.063139531,0.423315177,0.522577648,0.708611003
ENSG00000011198.9,ABHD5,51099,3,1,43690108,43734371,-0.066510348,4.672145482,0.339737079,0.566394586,0.741215883
ENSG00000011201.12,ANOS1,3730,X,-1,8528874,8732137,0.170807629,3.066712962,0.278221189,0.605425923,0.767102843
ENSG00000011243.18,AKAP8L,26993,19,-1,15380050,15419141,0.211270132,5.372494885,4.816343453,0.039972194,0.160564617
ENSG00000011258.16,MBTD1,54799,17,-1,51177425,51260163,0.123903748,4.524366151,0.607318157,0.444782318,0.644632862
ENSG00000011260.14,UTP18,51096,17,1,51260546,51297936,-0.263268457,5.753852851,5.09363651,0.035172606,0.14884543
ENSG00000011275.18,RNF216,54476,7,-1,5620047,5781696,0.192765666,5.790558753,3.010428596,0.097875251,0.274376613
ENSG00000011295.16,TTC19,54902,17,1,15999784,16045015,0.030402731,6.007562067,0.120336511,0.732236929,0.855218194
ENSG00000011304.20,PTBP1,5725,19,1,797075,812327,-0.153837885,8.41615184,2.648805249,0.119036823,0.306934535
ENSG00000011332.19,DPF1,8193,19,-1,38211006,38229714,-0.569494091,0.977588481,1.141001249,0.297968419,0.516313042
ENSG00000011347.9,SYT7,9066,11,-1,61513714,61581148,0.064255621,4.091408157,0.080392,0.779635868,0.884150647
ENSG00000011376.11,LARS2,23395,3,1,45388561,45554726,-0.013773425,4.987774423,0.014327329,0.905898978,0.949792178
ENSG00000011405.13,PIK3C2A,5286,11,-1,17077730,17207986,-0.007909723,5.30057177,0.004210844,0.948895003,0.972799733
ENSG00000011422.12,PLAUR,5329,19,-1,43646095,43670547,-0.910568044,5.992814897,35.94726682,6.85E-06,0.00164728
ENSG00000011426.11,ANLN,54443,7,1,36389821,36453791,-1.034595012,6.600962322,33.49044889,1.09E-05,0.001769345
ENSG00000011451.19,WIZ,58525,19,-1,15419978,15449956,0.172313261,5.892194184,2.548607957,0.125828583,0.316924273
ENSG00000011454.17,RABGAP1,23637,9,1,122940833,123104866,0.277870012,5.58829339,2.604842608,0.121961781,0.311023323
ENSG00000011465.17,DCN,1634,12,-1,91140484,91183217,0.8962705,-0.337657965,2.821920026,0.108297264,0.291156441
ENSG00000011478.12,QPCTL,54814,19,1,45692403,45703989,-0.046182326,4.395469265,0.152686513,0.700048149,0.833991611
ENSG00000011485.14,PPP5C,5536,19,1,46347087,46392981,-0.115597369,6.265894779,2.969254308,0.100047369,0.277577356
ENSG00000011523.14,CEP68,23177,2,1,65056354,65087004,0.198290221,4.501551088,2.518944835,0.127926967,0.31971442
ENSG00000011566.15,MAP4K3,8491,2,-1,39249266,39437301,-0.049533099,5.060097577,0.207410178,0.653634391,0.80218485
ENSG00000011638.10,LDAF1,57146,16,1,21158377,21180616,0.047586133,5.143749767,0.132703506,0.719408931,0.846992248
ENSG00000012048.22,BRCA1,672,17,-1,43044295,43170245,-1.033149577,4.391321272,22.11934962,0.000131271,0.005787667
ENSG00000012061.15,ERCC1,2067,19,-1,45407334,45478828,-0.704227367,6.607393653,13.31056112,0.001565939,0.023648623
ENSG00000012124.17,CD22,933,19,1,35319261,35347361,-0.727601633,-0.815586083,2.164019045,0.156593619,0.357652991
ENSG00000012171.19,SEMA3B,7869,3,1,50267558,50277546,-0.031007006,6.281042202,0.05413869,0.818339879,0.903715622
ENSG00000012174.12,MBTPS2,51360,X,1,21839617,21885423,-0.144056784,4.944754525,2.492297368,0.129847651,0.322125115
ENSG00000012211.13,PRICKLE3,4007,X,-1,49174802,49186528,0.113523613,3.726111212,0.82780085,0.373576649,0.585871033
ENSG00000012232.8,EXTL3,2137,8,1,28600469,28756561,0.042681951,6.39302083,0.142470945,0.709750777,0.839830657
ENSG00000012660.14,ELOVL5,60481,6,-1,53267398,53349179,-0.426407263,6.826841643,16.95959823,0.000518944,0.012549688
ENSG00000012779.11,ALOX5,240,10,1,45374176,45446119,1.052874439,4.95009501,43.85864778,7.30E-06,0.00164842
ENSG00000012822.16,CALCOCO1,57658,12,-1,53708517,53727745,1.010325958,6.329091113,19.0340514,0.00029173,0.009054392
ENSG00000012963.15,UBR7,55148,14,1,93207241,93229215,-0.255288988,5.324806799,5.910715472,0.024416555,0.120015873
ENSG00000012983.11,MAP4K5,11183,14,-1,50418501,50561126,-0.148312864,5.514831552,1.551696443,0.227059066,0.441048899
ENSG00000013275.7,PSMC4,5704,19,1,39971165,39981764,-0.31346434,6.893325045,12.30568728,0.002173727,0.028847397
ENSG00000013288.8,MAN2B2,23324,4,1,6575189,6623362,0.576904185,5.864515073,17.28915429,0.000472479,0.012060118
ENSG00000013297.11,CLDN11,5010,3,1,170418868,170454733,-0.361090525,4.077755474,1.521734301,0.231437819,0.445161706
ENSG00000013306.16,SLC25A39,51629,17,-1,44319625,44324870,-0.255306438,7.528852416,1.716824544,0.204722455,0.415615896
ENSG00000013364.19,MVP,9961,16,1,29820394,29848039,0.60648529,8.339358038,29.66492978,2.35E-05,0.002384462
ENSG00000013374.16,NUB1,51667,7,1,151341772,151378449,0.278171888,6.45894061,15.93807043,0.00069816,0.014583496
ENSG00000013375.16,PGM3,5238,6,-1,83147324,83193936,-0.077182478,5.358161667,0.704728047,0.410968753,0.61665914
ENSG00000013392.8,RWDD2A,112611,6,1,83193357,83198935,0.525681591,2.778467063,9.070141023,0.006809704,0.057400949
ENSG00000013441.16,CLK1,1195,2,-1,200853009,200864691,0.118517025,5.543803169,0.27527971,0.605489822,0.767102843
ENSG00000013503.10,POLR3B,55703,12,1,106357748,106510198,0.048771161,3.821072326,0.190199742,0.667349196,0.812105309
ENSG00000013523.9,ANGEL1,23357,14,-1,76786009,76826246,0.235077607,5.008230526,2.820309462,0.108391772,0.291192096
ENSG00000013561.18,RNF14,9604,5,1,141958328,141990292,-0.077626085,5.736311553,1.431637682,0.245273306,0.460670593
ENSG00000013563.14,DNASE1L1,1774,X,-1,154401236,154412112,-0.132231232,5.932326352,0.65167924,0.42886262,0.631473651
ENSG00000013573.17,DDX11,1663,12,1,31073860,31104799,-0.501818214,5.982802176,8.539174496,0.008332891,0.064168745
ENSG00000013583.10,HEBP1,50865,12,-1,12974870,13000265,-0.065562348,5.324640585,0.313485369,0.581670248,0.751496091
ENSG00000013588.8,GPRC5A,9052,12,1,12891559,12917937,-0.046562385,8.722663762,0.194338711,0.663984751,0.809253945
ENSG00000013619.14,MAMLD1,10046,X,1,150361422,150514178,-0.481584556,3.0281544,4.016907581,0.058558448,0.202251871
ENSG00000013810.19,TACC3,10460,4,1,1712858,1745171,-0.567566596,5.914279694,10.63672758,0.003848912,0.040535454
ENSG00000014123.10,UFL1,23376,6,1,96521595,96555276,0.01752516,5.26984498,0.022646442,0.881864098,0.938857071
ENSG00000014138.9,POLA2,23649,11,1,65261913,65305959,-0.610996315,4.027713039,8.149860888,0.009690966,0.069582787
ENSG00000014164.7,ZC3H3,23144,8,-1,143437659,143541447,0.414617147,5.070179708,7.67504666,0.011692291,0.07800652
ENSG00000014216.15,CAPN1,823,11,1,65180566,65212006,0.265066086,8.148947797,6.481472782,0.019103253,0.104715543
ENSG00000014641.18,MDH1,4190,2,1,63588609,63607197,-0.152554341,7.154798858,1.540722931,0.228650404,0.442263203
ENSG00000014824.14,SLC30A9,10463,4,1,41990502,42090461,-0.135488332,6.322515704,2.386394093,0.137829406,0.333015622
ENSG00000014914.21,MTMR11,10903,1,-1,149928651,149936879,0.157560705,5.256909397,2.683947384,0.116758375,0.303558254
ENSG00000014919.12,COX15,1355,10,-1,99710868,99732127,0.002845133,5.440371417,0.002014067,0.964642421,0.981251579
ENSG00000015133.19,CCDC88C,440193,14,-1,91271323,91417844,0.187504671,5.078731826,0.962026066,0.338212624,0.555271399
ENSG00000015153.14,YAF2,10138,12,-1,42157104,42238349,-0.214967855,3.713444187,2.809783953,0.109011805,0.292100461
ENSG00000015171.19,ZMYND11,10771,10,1,130088,254637,-0.017646332,6.357888709,0.03557802,0.852260869,0.924583905
ENSG00000015285.10,WAS,7454,X,1,48676596,48691431,0.196028696,-0.911553527,0.082746317,0.776523182,0.882159674
ENSG00000015413.9,DPEP1,1800,16,1,89613308,89638456,-0.087451779,7.101101443,0.100097515,0.754940083,0.870339175
ENSG00000015475.18,BID,637,22,-1,17734138,17774770,-0.137047266,5.550441926,0.76903148,0.390768065,0.600597201
ENSG00000015479.18,MATR3,9782,5,1,139293674,139331677,-0.17916695,7.518809625,5.157940446,0.034155057,0.145914564
ENSG00000015532.9,XYLT2,64132,17,1,50346126,50363138,0.204962232,5.392789086,5.096170944,0.035131858,0.148813246
ENSG00000015568.13,RGPD5,84220,2,1,109792758,109857705,-0.413384714,3.192771359,0.084292534,0.774504999,0.88127913
ENSG00000015676.18,NUDCD3,23386,7,-1,44379119,44490658,0.017823098,6.704403762,0.082084869,0.777392784,0.882626501
ENSG00000016082.15,ISL1,3670,5,1,51383448,51394730,-0.130719328,1.422730525,0.056266949,0.815639796,0.902685867
ENSG00000016391.11,CHDH,55349,3,-1,53812335,53846419,0.674806217,4.993577071,20.16947983,0.000215802,0.007767008
ENSG00000016402.13,IL20RA,53832,6,-1,136999971,137045180,0.158658913,4.855870959,0.233533737,0.634082574,0.786636257
ENSG00000016864.18,GLT8D1,55830,3,-1,52694486,52706032,0.183121165,5.500118158,7.056055477,0.015028811,0.090698065
ENSG00000017260.19,ATP2C1,27032,3,1,130850595,131016712,-0.145561598,6.829016425,2.866593424,0.105714085,0.28709047
ENSG00000017483.15,SLC38A5,92745,X,-1,48458537,48470260,-0.389454711,1.31489341,0.986112381,0.332374284,0.549874921
ENSG00000017797.13,RALBP1,10928,18,1,9475009,9538114,0.074900818,7.231205869,1.085165074,0.309782469,0.527616329
ENSG00000018189.13,RUFY3,22902,4,1,70704204,70808619,0.106097125,4.345048829,0.958204812,0.339152081,0.555831431
ENSG00000018280.17,SLC11A1,6556,2,1,218382029,218396894,-0.372900928,0.416175183,0.939142484,0.343893957,0.55975523
ENSG00000018408.14,WWTR1,25937,3,-1,149517235,149736714,-0.547222102,7.248548844,27.91343373,3.42E-05,0.002878948
ENSG00000018510.15,AGPS,8540,2,1,177392746,177567024,-0.172167946,6.400596305,4.158096214,0.054656868,0.194225081
ENSG00000018610.14,STEEP1,63932,X,-1,119538149,119565409,0.139526254,4.808459572,3.013827768,0.097698411,0.27428045
ENSG00000018699.13,TTC27,55622,2,1,32628032,32821051,-0.042570934,4.770398123,0.226170017,0.639451457,0.790884245
ENSG00000019102.12,VSIG2,23584,11,-1,124747474,124752255,0.545014308,3.764252995,2.966833699,0.105111677,0.286245735
ENSG00000019144.19,PHLDB1,23187,11,1,118606440,118658031,0.291858337,5.81036669,4.791526714,0.040436768,0.161782428
ENSG00000019186.10,CYP24A1,1591,20,-1,54153446,54173986,-0.42713487,3.689246271,3.290979841,0.098807262,0.275669806
ENSG00000019485.13,PRDM11,56981,11,1,45095806,45235110,0.447234759,2.905989707,8.954569701,0.007112824,0.058959839
ENSG00000019505.8,SYT13,57586,11,-1,45240302,45286341,-0.329298266,4.02792838,2.134588893,0.164217665,0.366652072
ENSG00000019549.12,SNAI2,6591,8,-1,48917598,48921740,-0.266066488,4.097319206,0.930251858,0.346137655,0.561892478
ENSG00000019582.15,CD74,972,5,-1,150401637,150412969,0.235597872,6.95532472,0.669614741,0.422679746,0.626013704
ENSG00000019995.6,ZRANB1,54764,10,1,124942123,124988189,-0.06163019,4.743539792,0.408624586,0.529810081,0.713511477
ENSG00000020129.16,NCDN,23154,1,1,35557473,35567274,0.24752117,5.383150401,2.738446812,0.113326112,0.298086844
ENSG00000020181.17,ADGRA2,25960,8,1,37784191,37844896,0.381759969,1.48193427,1.707578129,0.205897989,0.417059535
ENSG00000020256.20,ZFP64,55734,20,-1,52051663,52204308,0.047670243,4.917687728,0.244048351,0.626595771,0.781576539
ENSG00000020426.11,MNAT1,4331,14,1,60734742,60969965,-0.388235493,4.686392227,9.352395359,0.006127988,0.0545588
ENSG00000020577.13,SAMD4A,23034,14,1,54566117,54793315,-0.308335242,4.666260405,6.27462849,0.02086227,0.109699112
ENSG00000020633.18,RUNX3,864,1,-1,24899511,24965121,-0.228115561,0.87179334,0.340185902,0.709774176,0.839830657
ENSG00000020922.12,MRE11,4361,11,-1,94415570,94493885,-0.207971005,4.690925435,2.581299317,0.12356323,0.313360672
ENSG00000021300.14,PLEKHB1,58473,11,1,73646178,73662819,0.611927109,3.575173323,6.758846304,0.016999687,0.097275182
ENSG00000021355.13,SERPINB1,1992,6,-1,2832332,2841959,-0.112009574,6.840973693,0.251194744,0.62162185,0.778472138
ENSG00000021488.13,SLC7A9,11136,19,-1,32830509,32869767,0.610702803,-0.366747333,1.434897366,0.244754463,0.460067348
ENSG00000021574.12,SPAST,6683,2,1,32063556,32157637,-0.020506925,4.748413404,0.065820727,0.800101822,0.894222671
ENSG00000021762.20,OSBPL5,114879,11,-1,3087107,3166739,0.0442999,5.781792754,0.338639112,0.567017312,0.741742565
ENSG00000021776.11,AQR,9716,15,-1,34851782,34969742,-0.065959954,5.454722717,0.262455923,0.613962043,0.771821625
ENSG00000021826.15,CPS1,1373,2,1,210477682,210679107,0.032289815,8.353595655,0.015478276,0.902211938,0.948547831
ENSG00000022267.17,FHL1,2273,X,1,136146702,136211359,-0.46285024,4.66958599,4.313931468,0.050691377,0.186282355
ENSG00000022277.12,RTF2,51507,20,1,56468585,56519449,-0.066939656,7.115204724,0.294292692,0.593383843,0.758985886
ENSG00000022556.16,NLRP2,55655,19,1,54953130,55001142,-0.003269055,4.601904917,0.000351216,0.985289858,0.992855794
ENSG00000022567.9,SLC45A4,57210,8,-1,141207166,141308305,0.443794328,5.286536118,8.847088994,0.007408236,0.060368383
ENSG00000022840.16,RNF10,9921,12,1,120533480,120577588,0.00709375,6.975788521,0.013776823,0.907715667,0.950920053
ENSG00000022976.15,ZNF839,55778,14,1,102317377,102342702,0.271263663,4.022652911,6.514864294,0.01883519,0.103809333
ENSG00000023041.11,ZDHHC6,64429,10,-1,112424428,112447572,-0.344335135,5.671474893,13.60254283,0.00142658,0.022419043
ENSG00000023171.18,GRAMD1B,57476,11,1,123358428,123627774,0.393087015,5.779828765,2.03161293,0.169239219,0.373285129
ENSG00000023191.17,RNH1,6050,11,-1,494512,507300,-0.084016394,7.306396491,0.739803189,0.399759581,0.608516393
ENSG00000023228.14,NDUFS1,4719,2,-1,206114817,206159509,-0.12380636,6.686156784,2.803966286,0.109356303,0.292616092
ENSG00000023287.13,RB1CC1,9821,8,-1,52622458,52745843,-0.068600805,5.964772011,0.537457723,0.471862667,0.667015439
ENSG00000023318.8,ERP44,23071,9,-1,99979185,100099052,-0.110989841,5.679719675,2.874857525,0.105244207,0.286333966
ENSG00000023330.15,ALAS1,211,3,1,52198086,52214327,-0.141980035,6.04483094,3.961192119,0.06018517,0.205739445
ENSG00000023445.14,BIRC3,330,11,1,102317450,102339403,-0.030437533,5.239680302,0.032117022,0.859546157,0.927785031
ENSG00000023516.9,AKAP11,11215,13,1,42272152,42323261,0.06220306,5.528904298,0.1784887,0.677112598,0.818066276
ENSG00000023572.9,GLRX2,51022,1,-1,193090866,193106114,-0.522211076,3.280331506,9.15827702,0.006588186,0.056484213
ENSG00000023608.5,SNAPC1,6617,14,1,61762420,61796428,-0.21436305,4.401298184,5.544322102,0.028698213,0.132204148
ENSG00000023697.13,DERA,51071,12,1,15911302,16037381,-0.158980802,5.704247044,1.029716779,0.322157479,0.539727956
ENSG00000023734.11,STRAP,11171,12,1,15882387,15903478,-0.170118731,7.136213729,4.342025924,0.050011965,0.184716527
ENSG00000023839.11,ABCC2,1244,10,1,99782640,99852594,0.049932437,4.201513989,0.05864382,0.811079989,0.900430202
ENSG00000023892.11,DEF6,50619,6,1,35297818,35321771,0.157129141,4.166243196,3.731093298,0.067476585,0.2201689
ENSG00000023902.14,PLEKHO1,51177,1,1,150149183,150164720,-0.131146022,2.88607095,0.40485142,0.531697485,0.714909675
ENSG00000023909.10,GCLM,2730,1,-1,93885199,93909456,-0.594243027,5.607084367,17.19392964,0.000485415,0.012139417
ENSG00000024048.10,UBR2,23304,6,1,42564029,42693505,0.096167711,5.372150064,0.569259049,0.459209785,0.656640743
ENSG00000024422.12,EHD2,30846,19,1,47713422,47743134,0.070806661,6.81774941,0.202549069,0.657436196,0.8051337
ENSG00000024526.17,DEPDC1,55635,1,-1,68474152,68497221,-0.910606786,4.96307827,33.65083915,1.06E-05,0.001750812
ENSG00000024862.17,CCDC28A,25901,6,1,138773769,138793319,0.050525595,4.231503509,0.088982956,0.768503329,0.876773095
ENSG00000025039.14,RRAGD,58528,6,-1,89364616,89412273,-0.314758921,3.133707625,1.58250072,0.222666618,0.436264633
ENSG00000025156.12,HSF2,3298,6,1,122399551,122433119,0.066736832,3.518428339,0.458186312,0.50610701,0.696207253
ENSG00000025293.17,PHF20,51230,20,1,35771974,35950370,0.001383552,5.946842259,0.000321279,0.985874136,0.992950846
ENSG00000025434.19,NR1H3,10062,11,1,47248300,47269033,0.068424129,5.106497569,0.169975677,0.68445094,0.823483469
ENSG00000025708.14,TYMP,1890,22,-1,50525752,50530032,0.127585188,6.035321427,0.971466409,0.335907343,0.552665435
ENSG00000025770.19,NCAPH2,29781,22,1,50508224,50524780,-0.224046908,5.765551966,2.611453189,0.121516559,0.310416851
ENSG00000025772.8,TOMM34,10953,20,-1,44942130,44960397,-0.258012846,6.021739491,4.175643816,0.054193075,0.193423476
ENSG00000025796.14,SEC63,11231,6,-1,107867756,107958208,0.068565833,6.493850975,0.667423132,0.423427769,0.626421972
ENSG00000025800.14,KPNA6,23633,1,1,32108056,32176563,-0.031060776,6.178231389,0.105234061,0.748952777,0.866982146
ENSG00000026025.16,VIM,7431,10,1,17228241,17237593,-0.18960337,10.82770074,1.149252811,0.2962746,0.515010823
ENSG00000026036.22,RTEL1-TNFRSF6B,NA,20,1,63659300,63698684,0.023513272,1.369665628,0.001398765,0.970531053,0.985010042
ENSG00000026103.22,FAS,355,10,1,88953813,89029605,-0.378825882,4.279268937,8.732054964,0.007739612,0.061448675
ENSG00000026297.15,RNASET2,8635,6,-1,166922113,166957191,0.07518486,5.859531656,0.39310433,0.537654382,0.720044197
ENSG00000026508.18,CD44,960,11,1,35138882,35232402,-0.498218873,8.873267383,31.70471569,1.55E-05,0.002043187
ENSG00000026652.14,AGPAT4,56895,6,-1,161129967,161274061,-0.062319563,2.893135946,0.053452375,0.819473534,0.904260548
ENSG00000026950.17,BTN3A1,11119,6,1,26402237,26415208,0.646791191,4.754907645,20.98800072,0.000174623,0.006938554
ENSG00000027001.10,MIPEP,4285,13,-1,23730189,23889400,0.043857952,4.371695997,0.221031224,0.64326243,0.79354748
ENSG00000027075.15,PRKCH,5583,14,1,61187559,61550976,0.064800335,3.787395508,0.153645798,0.699156549,0.833361587
ENSG00000027697.14,IFNGR1,3459,6,-1,137197483,137219449,0.063866497,5.738300908,0.607345107,0.444772362,0.644632862
ENSG00000027847.14,B4GALT7,11285,5,1,177600132,177610330,0.056037018,5.05930357,0.146893562,0.705502553,0.837426805
ENSG00000027869.11,SH2D2A,9047,1,-1,156806243,156816848,-0.363273606,0.993137501,0.820102238,0.375764481,0.587412596
ENSG00000028116.17,VRK2,7444,2,1,57907629,58159920,-0.157471357,4.393412644,2.31365737,0.143652982,0.340970161
ENSG00000028137.19,TNFRSF1B,7133,1,1,12166991,12209228,0.115168143,3.537559432,0.553077936,0.465576674,0.661311225
ENSG00000028203.18,VEZT,55591,12,1,95217746,95302799,-0.18090722,6.351480962,8.038802778,0.010122335,0.071474199
ENSG00000028277.21,POU2F2,5452,19,-1,42086110,42196585,1.168877409,0.982231637,12.06379242,0.002356366,0.030265667
ENSG00000028310.18,BRD9,65980,5,-1,850291,892801,-0.102714407,5.769105525,2.722323085,0.114328977,0.299671399
ENSG00000028528.15,SNX1,6642,15,1,64094123,64146090,0.093693122,6.755635513,2.162625272,0.156720628,0.357801162
ENSG00000028839.10,TBPL1,9519,6,1,133952170,133990432,0.018958465,4.200187554,0.015271832,0.902862762,0.948861777
ENSG00000029153.14,BMAL2,56938,12,1,27332836,27425289,-0.721829726,5.66471704,38.55566142,4.28E-06,0.001339223
ENSG00000029363.16,BCLAF1,9774,6,-1,136256627,136289851,-0.178537956,7.152754467,4.362596914,0.04952108,0.183810677
ENSG00000029364.12,SLC39A9,55334,14,1,69398015,69462390,-0.048999368,6.255280359,0.806451648,0.379690273,0.590990059
ENSG00000029534.20,ANK1,286,8,-1,41653220,41896741,-0.171286411,3.928865088,0.900695773,0.353748018,0.568953528
ENSG00000029639.11,TFB1M,51106,6,-1,155256134,155314493,-0.381624413,3.466585936,7.043509575,0.015106641,0.091045395
