,ensembl_gene_id,external_gene_name,entrezgene_id,chromosome_name,strand,start_position,end_position,gene_biotype,logFC,logCPM,F,PValue,FDR
ENSG00000008838.20,ENSG00000008838,MED24,9862,17,-1,40019097,40061215,protein_coding,0.107079462,6.58742989,4.138185899,0.047426746,0.0991523
ENSG00000008853.16,ENSG00000008853,RHOBTB2,23221,8,1,22987417,23020509,protein_coding,-0.079377919,4.992872952,0.71894762,0.400664127,0.531543267
ENSG00000008869.12,ENSG00000008869,HEATR5B,54497,2,-1,36968383,37084372,protein_coding,0.099079352,5.167338996,1.129515058,0.293154191,0.421024304
ENSG00000008952.17,ENSG00000008952,SEC62,7095,3,1,169966635,169998373,protein_coding,-0.03067221,7.065857475,0.838342478,0.364411845,0.495720819
ENSG00000008988.9,ENSG00000008988,RPS20,6224,8,-1,56067254,56074510,protein_coding,0.023252027,10.29671773,0.019759249,0.888795081,0.932105006
ENSG00000009307.16,ENSG00000009307,CSDE1,7812,1,-1,114716913,114758676,protein_coding,-0.037672473,9.201362586,0.799004134,0.37581577,0.507187498
ENSG00000009335.18,ENSG00000009335,UBE3C,9690,7,1,157138916,157269370,protein_coding,-0.242890772,7.070704073,21.86052675,2.38E-05,0.000161202
ENSG00000009413.15,ENSG00000009413,REV3L,5980,6,-1,111299028,111483715,protein_coding,0.012682431,4.571065079,0.024032504,0.877447091,0.925110544
ENSG00000009709.12,ENSG00000009709,PAX7,5081,1,1,18630846,18748866,protein_coding,-0.180942143,2.562649306,0.23577035,0.630449065,0.737870268
ENSG00000009724.16,ENSG00000009724,MASP2,10747,1,-1,11022009,11047239,protein_coding,0.616060543,0.443595081,4.289953739,0.043693188,0.092860089
ENSG00000009765.14,ENSG00000009765,IYD,389434,6,1,150368892,150405969,protein_coding,0.648717945,2.137934195,4.885259543,0.033119364,0.074093644
ENSG00000009780.15,ENSG00000009780,FAM76A,199870,1,1,27725961,27763116,protein_coding,0.144863505,3.404975814,7.082590373,0.010531584,0.028689863
ENSG00000009830.11,ENSG00000009830,POMT2,29954,14,-1,77274956,77320883,protein_coding,-0.091495068,4.691414178,2.339444566,0.132646138,0.227407851
ENSG00000009844.16,ENSG00000009844,VTA1,51534,6,1,142147162,142224685,protein_coding,-0.18348966,5.980608889,11.94781942,0.001149219,0.004432985
ENSG00000009950.16,ENSG00000009950,MLXIPL,51085,7,-1,73593194,73624543,protein_coding,0.757252377,4.231587314,10.66617325,0.002008632,0.007138859
ENSG00000009954.11,ENSG00000009954,BAZ1B,9031,7,-1,73440406,73522293,protein_coding,-0.198999877,7.041930147,7.339455071,0.00930151,0.025924134
ENSG00000010017.13,ENSG00000010017,RANBP9,10048,6,-1,13621498,13711835,protein_coding,-0.069409508,5.612626077,3.024017789,0.088399081,0.164461791
ENSG00000010030.14,ENSG00000010030,ETV7,51513,6,-1,36354091,36387800,protein_coding,0.382005644,1.788537718,2.11598042,0.152225237,0.253063124
ENSG00000010072.16,ENSG00000010072,SPRTN,83932,1,1,231337104,231355023,protein_coding,-0.091444782,3.722303937,3.795228601,0.057211675,0.115868479
ENSG00000010165.20,ENSG00000010165,METTL13,51603,1,1,171781660,171814023,protein_coding,-0.086728742,5.865129174,3.091145949,0.085043223,0.159500448
ENSG00000010219.13,ENSG00000010219,DYRK4,8798,12,1,4562208,4615302,protein_coding,0.260892074,3.497420936,2.568864223,0.116242055,0.204276645
ENSG00000010244.18,ENSG00000010244,ZNF207,7756,17,1,32350132,32381885,protein_coding,-0.167899838,7.407537816,40.57816805,6.59E-08,1.17E-06
ENSG00000010256.11,ENSG00000010256,UQCRC1,7384,3,-1,48599002,48610976,protein_coding,-0.026500151,7.859976966,0.161957749,0.689132789,0.78579689
ENSG00000010270.13,ENSG00000010270,STARD3NL,83930,7,1,38178245,38230670,protein_coding,-0.184118232,5.32923359,3.905834511,0.053834003,0.110169348
ENSG00000010278.14,ENSG00000010278,CD9,928,12,1,6199715,6238271,protein_coding,0.041539434,9.011693254,0.300809218,0.585897296,0.7009536
ENSG00000010292.13,ENSG00000010292,NCAPD2,9918,12,1,6493356,6531955,protein_coding,-0.584421105,6.981482208,59.58749673,5.57E-10,2.68E-08
ENSG00000010295.19,ENSG00000010295,IFFO1,25900,12,-1,6538961,6556073,protein_coding,-0.090336104,-0.632422117,0.076982584,0.803752513,0.873672236
ENSG00000010310.9,ENSG00000010310,GIPR,2696,19,1,45668221,45683722,protein_coding,0.34527059,3.309273246,2.306128882,0.135371891,0.230817643
ENSG00000010318.21,ENSG00000010318,PHF7,51533,3,1,52410660,52423641,protein_coding,0.201200766,2.103934956,4.059554245,0.049496677,0.102730392
ENSG00000010319.6,ENSG00000010319,SEMA3G,56920,3,-1,52433035,52445103,protein_coding,0.325029826,0.894216033,1.530480194,0.222010687,0.33928952
ENSG00000010322.16,ENSG00000010322,NISCH,11188,3,1,52455118,52493068,protein_coding,0.441899171,6.310466739,18.31446476,8.81E-05,0.000495144
ENSG00000010361.13,ENSG00000010361,FUZ,80199,19,-1,49806866,49817376,protein_coding,0.430331179,3.747088966,7.792139301,0.007489925,0.021608328
ENSG00000010404.18,ENSG00000010404,IDS,3423,X,-1,149476988,149521096,protein_coding,0.104492897,8.257424292,2.847155817,0.097972694,0.178481496
ENSG00000010438.16,ENSG00000010438,PRSS3,5646,9,1,33750679,33799231,protein_coding,-0.370996896,6.184970818,3.163627931,0.084402957,0.158653061
ENSG00000010539.11,ENSG00000010539,ZNF200,7752,16,-1,3222325,3236221,protein_coding,-0.193190606,3.490933913,8.157010036,0.006302687,0.018761812
ENSG00000010626.15,ENSG00000010626,LRRC23,10233,12,1,6873569,6914241,protein_coding,0.561263747,2.962181591,22.82779838,1.69E-05,0.000120439
ENSG00000010704.18,ENSG00000010704,HFE,3077,6,1,26087281,26098343,protein_coding,0.324146253,4.519938446,17.07446912,0.000141839,0.000743991
ENSG00000010803.16,ENSG00000010803,SCMH1,22955,1,-1,41027202,41242306,protein_coding,0.105400908,5.246705137,5.833207624,0.019551931,0.048015407
ENSG00000010810.17,ENSG00000010810,FYN,2534,6,-1,111660332,111873452,protein_coding,0.047353265,3.236628419,0.184591212,0.669364151,0.770363561
ENSG00000010818.10,ENSG00000010818,HIVEP2,3097,6,-1,142751469,142956698,protein_coding,-0.125544229,5.044134071,2.08765729,0.154938654,0.256769645
ENSG00000011007.12,ENSG00000011007,ELOA,6924,1,1,23743448,23762059,protein_coding,-0.257912604,5.856375868,32.85935174,6.26E-07,7.38E-06
ENSG00000011009.11,ENSG00000011009,LYPLA2,11313,1,1,23791145,23795539,protein_coding,-0.055352916,7.004608583,0.625265912,0.432955758,0.564278333
ENSG00000011021.23,ENSG00000011021,CLCN6,1185,1,1,11806096,11848079,protein_coding,0.131978047,4.454004972,1.200219151,0.278700847,0.405060467
ENSG00000011028.14,ENSG00000011028,MRC2,9902,17,1,62627670,62693597,protein_coding,-0.155854872,6.219447302,0.83945936,0.364095266,0.49544027
ENSG00000011052.21,ENSG00000011052,NME1-NME2,654364,17,1,51153590,51171744,protein_coding,-0.337585837,2.994755349,3.235026598,0.078318122,0.149003546
ENSG00000011083.9,ENSG00000011083,SLC6A7,6534,5,1,150190062,150222788,protein_coding,0.527378976,-0.238153875,1.569222104,0.219023058,0.335980024
ENSG00000011105.14,ENSG00000011105,TSPAN9,10867,12,1,3077355,3286564,protein_coding,0.070673867,4.682022632,0.788304268,0.379005537,0.509908568
ENSG00000011114.15,ENSG00000011114,BTBD7,55727,14,-1,93237550,93333092,protein_coding,-0.032245901,5.415857428,0.325679372,0.570855214,0.689324943
ENSG00000011132.12,ENSG00000011132,APBA3,9546,19,-1,3750772,3761692,protein_coding,0.131470442,4.011806899,3.722562121,0.059556888,0.119771764
ENSG00000011143.16,ENSG00000011143,MKS1,54903,17,-1,58205441,58219605,protein_coding,0.189414967,4.063139531,12.01938527,0.001114456,0.004314952
ENSG00000011198.9,ENSG00000011198,ABHD5,51099,3,1,43690108,43734371,protein_coding,-0.093658603,4.672145482,2.343469622,0.132321117,0.226929328
ENSG00000011201.12,ENSG00000011201,ANOS1,3730,X,-1,8528874,8732137,protein_coding,0.018635339,3.066712962,0.005192996,0.94292636,0.966460057
ENSG00000011243.18,ENSG00000011243,AKAP8L,26993,19,-1,15380050,15419141,protein_coding,0.209797674,5.372494885,18.99893488,6.80E-05,0.000395959
ENSG00000011258.16,ENSG00000011258,MBTD1,54799,17,-1,51177425,51260163,protein_coding,0.113395025,4.524366151,1.786303374,0.187627977,0.298458768
ENSG00000011260.14,ENSG00000011260,UTP18,51096,17,1,51260546,51297936,protein_coding,-0.377403519,5.753852851,32.13149435,7.83E-07,8.86E-06
ENSG00000011275.18,ENSG00000011275,RNF216,54476,7,-1,5620047,5781696,protein_coding,0.102958243,5.790558753,2.607008339,0.112895156,0.199723898
ENSG00000011295.16,ENSG00000011295,TTC19,54902,17,1,15999784,16045015,protein_coding,-0.098823607,6.007562067,4.713655067,0.034858494,0.077253029
ENSG00000011304.20,ENSG00000011304,PTBP1,5725,19,1,797075,812327,protein_coding,-0.380600518,8.41615184,47.34238495,1.08E-08,2.68E-07
ENSG00000011332.19,ENSG00000011332,DPF1,8193,19,-1,38211006,38229714,protein_coding,-0.53616171,0.977588481,2.965146121,0.091464279,0.169025085
ENSG00000011347.9,ENSG00000011347,SYT7,9066,11,-1,61513714,61581148,protein_coding,0.298047278,4.091408157,4.87317342,0.032051025,0.072231439
ENSG00000011376.11,ENSG00000011376,LARS2,23395,3,1,45388561,45554726,protein_coding,-0.207816421,4.987774423,9.845721169,0.002896751,0.009749933
ENSG00000011405.13,ENSG00000011405,PIK3C2A,5286,11,-1,17077730,17207986,protein_coding,-0.081141448,5.30057177,1.444993459,0.23518287,0.354670092
ENSG00000011422.12,ENSG00000011422,PLAUR,5329,19,-1,43646095,43670547,protein_coding,-0.927560329,5.992814897,60.27188599,4.77E-10,2.42E-08
ENSG00000011426.11,ENSG00000011426,ANLN,54443,7,1,36389821,36453791,protein_coding,-1.14174388,6.600962322,95.12918223,5.23E-13,1.90E-10
ENSG00000011451.19,ENSG00000011451,WIZ,58525,19,-1,15419978,15449956,protein_coding,0.079143795,5.892194184,1.943872958,0.169617867,0.275138808
ENSG00000011454.17,ENSG00000011454,RABGAP1,23637,9,1,122940833,123104866,protein_coding,0.126304704,5.58829339,2.225285411,0.14225879,0.23979801
ENSG00000011465.17,ENSG00000011465,DCN,1634,12,-1,91140484,91183217,protein_coding,1.331692167,-0.337657965,12.88457175,0.000837825,0.003406431
ENSG00000011478.12,ENSG00000011478,QPCTL,54814,19,1,45692403,45703989,protein_coding,-0.170898325,4.395469265,7.367054512,0.009178723,0.025650911
ENSG00000011485.14,ENSG00000011485,PPP5C,5536,19,1,46347087,46392981,protein_coding,-0.233105175,6.265894779,20.89610218,3.37E-05,0.000216625
ENSG00000011523.14,ENSG00000011523,CEP68,23177,2,1,65056354,65087004,protein_coding,0.338019828,4.501551088,24.22983958,1.03E-05,8.00E-05
ENSG00000011566.15,ENSG00000011566,MAP4K3,8491,2,-1,39249266,39437301,protein_coding,-0.028091563,5.060097577,0.269047024,0.606335877,0.718134552
ENSG00000011638.10,ENSG00000011638,LDAF1,57146,16,1,21158377,21180616,protein_coding,0.301602615,5.143749767,12.77137464,0.000809303,0.003311456
ENSG00000012048.22,ENSG00000012048,BRCA1,672,17,-1,43044295,43170245,protein_coding,-1.16520825,4.391321272,73.86682826,2.65E-11,2.81E-09
ENSG00000012061.15,ENSG00000012061,ERCC1,2067,19,-1,45407334,45478828,protein_coding,-0.169660297,6.607393653,2.120917773,0.151757914,0.25248014
ENSG00000012124.17,ENSG00000012124,CD22,933,19,1,35319261,35347361,protein_coding,-0.315461411,-0.815586083,0.815548916,0.370958615,0.502184925
ENSG00000012171.19,ENSG00000012171,SEMA3B,7869,3,1,50267558,50277546,protein_coding,0.314744495,6.281042202,5.17433805,0.027393359,0.063194465
ENSG00000012174.12,ENSG00000012174,MBTPS2,51360,X,1,21839617,21885423,protein_coding,-0.204397737,4.944754525,11.21576865,0.001577839,0.005803794
ENSG00000012211.13,ENSG00000012211,PRICKLE3,4007,X,-1,49174802,49186528,protein_coding,0.100551747,3.726111212,1.568100412,0.216501978,0.332984887
ENSG00000012232.8,ENSG00000012232,EXTL3,2137,8,1,28600469,28756561,protein_coding,-0.127073376,6.39302083,3.218815893,0.079045426,0.150069329
ENSG00000012660.14,ENSG00000012660,ELOVL5,60481,6,-1,53267398,53349179,protein_coding,-0.40354344,6.826841643,49.42110012,6.35E-09,1.76E-07
ENSG00000012779.11,ENSG00000012779,ALOX5,240,10,1,45374176,45446119,protein_coding,0.680889248,4.95009501,14.81998785,0.00050755,0.002229117
ENSG00000012822.16,ENSG00000012822,CALCOCO1,57658,12,-1,53708517,53727745,protein_coding,1.005221344,6.329091113,66.31472842,1.26E-10,9.05E-09
ENSG00000012963.15,ENSG00000012963,UBR7,55148,14,1,93207241,93229215,protein_coding,-0.345464659,5.324806799,32.3839656,7.24E-07,8.31E-06
ENSG00000012983.11,ENSG00000012983,MAP4K5,11183,14,-1,50418501,50561126,protein_coding,-0.0621572,5.514831552,1.179752767,0.282787749,0.409762369
ENSG00000013275.7,ENSG00000013275,PSMC4,5704,19,1,39971165,39981764,protein_coding,-0.277075166,6.893325045,31.92693353,8.34E-07,9.31E-06
ENSG00000013288.8,ENSG00000013288,MAN2B2,23324,4,1,6575189,6623362,protein_coding,0.474908623,5.864515073,44.89057596,2.05E-08,4.45E-07
ENSG00000013297.11,ENSG00000013297,CLDN11,5010,3,1,170418868,170454733,protein_coding,0.257757153,4.077755474,0.403448247,0.528306128,0.652211854
ENSG00000013306.16,ENSG00000013306,SLC25A39,51629,17,-1,44319625,44324870,protein_coding,-0.155762539,7.528852416,2.443461786,0.124532671,0.216278375
ENSG00000013364.19,ENSG00000013364,MVP,9961,16,1,29820394,29848039,protein_coding,0.527325401,8.339358038,78.65973977,1.03E-11,1.46E-09
ENSG00000013374.16,ENSG00000013374,NUB1,51667,7,1,151341772,151378449,protein_coding,0.257207635,6.45894061,48.24779566,8.55E-09,2.21E-07
ENSG00000013375.16,ENSG00000013375,PGM3,5238,6,-1,83147324,83193936,protein_coding,0.00619007,5.358161667,0.01295408,0.909854591,0.945999013
ENSG00000013392.8,ENSG00000013392,RWDD2A,112611,6,1,83193357,83198935,protein_coding,0.480586874,2.778467063,28.42710235,2.53E-06,2.39E-05
ENSG00000013441.16,ENSG00000013441,CLK1,1195,2,-1,200853009,200864691,protein_coding,0.032843136,5.543803169,0.066527141,0.797555889,0.868899856
ENSG00000013503.10,ENSG00000013503,POLR3B,55703,12,1,106357748,106510198,protein_coding,-0.186771427,3.821072326,5.99696891,0.018002387,0.044889327
ENSG00000013523.9,ENSG00000013523,ANGEL1,23357,14,-1,76786009,76826246,protein_coding,0.015456854,5.008230526,0.036437658,0.849413175,0.9057772
ENSG00000013561.18,ENSG00000013561,RNF14,9604,5,1,141958328,141990292,protein_coding,0.064294476,5.736311553,2.273889534,0.138071144,0.23444073
ENSG00000013563.14,ENSG00000013563,DNASE1L1,1774,X,-1,154401236,154412112,protein_coding,0.176875937,5.932326352,3.260150067,0.077205579,0.147386501
ENSG00000013573.17,ENSG00000013573,DDX11,1663,12,1,31073860,31104799,protein_coding,-0.469774514,5.982802176,20.77374478,3.52E-05,0.000225108
ENSG00000013583.10,ENSG00000013583,HEBP1,50865,12,-1,12974870,13000265,protein_coding,0.160536773,5.324640585,4.189114673,0.046136528,0.096951488
ENSG00000013588.8,ENSG00000013588,GPRC5A,9052,12,1,12891559,12917937,protein_coding,-0.096905865,8.722663762,0.562897183,0.456728045,0.586084288
ENSG00000013619.14,ENSG00000013619,MAMLD1,10046,X,1,150361422,150514178,protein_coding,-0.45396115,3.0281544,6.790287086,0.012144808,0.032260021
ENSG00000013810.19,ENSG00000013810,TACC3,10460,4,1,1712858,1745171,protein_coding,-0.643320447,5.914279694,32.91730529,6.15E-07,7.28E-06
ENSG00000014123.10,ENSG00000014123,UFL1,23376,6,1,96521595,96555276,protein_coding,0.096935519,5.26984498,2.309236415,0.135114939,0.230496229
ENSG00000014138.9,ENSG00000014138,POLA2,23649,11,1,65261913,65305959,protein_coding,-0.805581072,4.027713039,40.42488325,6.88E-08,1.20E-06
ENSG00000014164.7,ENSG00000014164,ZC3H3,23144,8,-1,143437659,143541447,protein_coding,0.242077745,5.070179708,10.02042645,0.002677885,0.009141185
ENSG00000014216.15,ENSG00000014216,CAPN1,823,11,1,65180566,65212006,protein_coding,0.341824258,8.148947797,40.0713736,7.59E-08,1.30E-06
ENSG00000014641.18,ENSG00000014641,MDH1,4190,2,1,63588609,63607197,protein_coding,-0.069435807,7.154798858,1.104334408,0.298536898,0.426843437
ENSG00000014824.14,ENSG00000014824,SLC30A9,10463,4,1,41990502,42090461,protein_coding,0.058879139,6.322515704,1.134723773,0.29205664,0.420077509
ENSG00000014914.21,ENSG00000014914,MTMR11,10903,1,-1,149928651,149936879,protein_coding,0.385548755,5.256909397,30.44366854,1.33E-06,1.38E-05
ENSG00000014919.12,ENSG00000014919,COX15,1355,10,-1,99710868,99732127,protein_coding,0.049678484,5.440371417,1.687752713,0.200053754,0.31355877
ENSG00000015133.19,ENSG00000015133,CCDC88C,440193,14,-1,91271323,91417844,protein_coding,-0.253327655,5.078731826,5.00056856,0.029984206,0.068143623
ENSG00000015153.14,ENSG00000015153,YAF2,10138,12,-1,42157104,42238349,protein_coding,-0.11395251,3.713444187,2.642566362,0.110531661,0.196367907
ENSG00000015171.19,ENSG00000015171,ZMYND11,10771,10,1,130088,254637,protein_coding,0.010856046,6.357888709,0.058176589,0.810420627,0.878368672
ENSG00000015285.10,ENSG00000015285,WAS,7454,X,1,48676596,48691431,protein_coding,0.705585272,-0.911553527,4.669746626,0.035677128,0.078756296
ENSG00000015413.9,ENSG00000015413,DPEP1,1800,16,1,89613308,89638456,protein_coding,0.422291397,7.101101443,2.984600914,0.090438391,0.167635218
ENSG00000015475.18,ENSG00000015475,BID,637,22,-1,17734138,17774770,protein_coding,-0.137728263,5.550441926,2.017232958,0.161933897,0.265639317
ENSG00000015479.18,ENSG00000015479,MATR3,9782,5,1,139293674,139331677,protein_coding,-0.114119969,7.518809625,5.413682932,0.024211622,0.05705573
ENSG00000015532.9,ENSG00000015532,XYLT2,64132,17,1,50346126,50363138,protein_coding,0.053207595,5.392789086,0.904728177,0.346244128,0.476589864
ENSG00000015568.13,ENSG00000015568,RGPD5,84220,2,1,109792758,109857705,protein_coding,-0.413855059,3.192771359,0.218092384,0.64259336,0.748075083
ENSG00000015676.18,ENSG00000015676,NUDCD3,23386,7,-1,44379119,44490658,protein_coding,0.023859668,6.704403762,0.376577348,0.542314903,0.664389668
ENSG00000016082.15,ENSG00000016082,ISL1,3670,5,1,51383448,51394730,protein_coding,0.346367816,1.422730525,1.014885387,0.319320693,0.448982227
ENSG00000016391.11,ENSG00000016391,CHDH,55349,3,-1,53812335,53846419,protein_coding,0.253449657,4.993577071,4.81608641,0.033026618,0.073972155
ENSG00000016402.13,ENSG00000016402,IL20RA,53832,6,-1,136999971,137045180,protein_coding,0.035383955,4.855870959,0.033601477,0.855411032,0.909997362
ENSG00000016864.18,ENSG00000016864,GLT8D1,55830,3,-1,52694486,52706032,protein_coding,0.25618443,5.500118158,46.15996065,1.47E-08,3.40E-07
ENSG00000017260.19,ENSG00000017260,ATP2C1,27032,3,1,130850595,131016712,protein_coding,-0.128872849,6.829016425,6.945435195,0.011258166,0.030275003
ENSG00000017483.15,ENSG00000017483,SLC38A5,92745,X,-1,48458537,48470260,protein_coding,-0.184628851,1.31489341,0.346318378,0.55894171,0.679107169
ENSG00000017797.13,ENSG00000017797,RALBP1,10928,18,1,9475009,9538114,protein_coding,0.054537763,7.231205869,1.823241427,0.183209968,0.292589382
ENSG00000018189.13,ENSG00000018189,RUFY3,22902,4,1,70704204,70808619,protein_coding,0.123448315,4.345048829,2.741984928,0.104215183,0.18732089
ENSG00000018280.17,ENSG00000018280,SLC11A1,6556,2,1,218382029,218396894,protein_coding,-0.011982908,0.416175183,0.003583255,0.952513449,0.972954892
ENSG00000018408.14,ENSG00000018408,WWTR1,25937,3,-1,149517235,149736714,protein_coding,-0.452385839,7.248548844,22.65163633,1.79E-05,0.000126976
ENSG00000018510.15,ENSG00000018510,AGPS,8540,2,1,177392746,177567024,protein_coding,-0.232760928,6.400596305,20.27389115,4.23E-05,0.000263225
ENSG00000018610.14,ENSG00000018610,STEEP1,63932,X,-1,119538149,119565409,protein_coding,0.051588643,4.808459572,1.442355346,0.235604506,0.355146899
ENSG00000018699.13,ENSG00000018699,TTC27,55622,2,1,32628032,32821051,protein_coding,-0.11679116,4.770398123,4.807548968,0.033175255,0.074206356
ENSG00000019102.12,ENSG00000019102,VSIG2,23584,11,-1,124747474,124752255,protein_coding,0.384323675,3.764252995,1.440512784,0.238503261,0.358753648
